,symbol,shortName,country,averageVolume,currentPrice,currency,sector,industry,profitMargins,operatingMargins,operatingCashflow,returnOnAssets,returnOnEquity,trailingEps,totalRevenue,revenuePerShare,revenueGrowth,grossProfits,netIncomeToCommon,totalCash,totalCashPerShare,totalDebt,bookValue,marketCap,enterpriseValue,trailingPE,earningsQuarterlyGrowth,forwardPE,pegRatio,priceToSalesTrailing12Months,priceToBook,enterpriseToRevenue,beta,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendYield,fiveYearAvgDividendYield
30,601166.SS,INDUSTRIAL BANK CO LTD,China,111261447.0,18.68,CNY,Financial Services,Banks—Regional,0.52407,0.60159,-62947187903.054016,0.0091699995,0.11562,0.4986563042449108,20541572956.793438,0.9892572721056229,0.154,19724110777.970646,10370470953.85198,235470182677.3973,11.334787754457945,255647400703.8788,28.131999999999998,60114814800.72799,90115303878.2852,5.8030443,0.13699999999999998,5.968051,,2.9264952999999996,0.66401255,4.387,0.797082,4.348332544316448,2.463074009783809,2.8852476834464262,3.2720417000683812,0.04311828,3.82
31,000001.SZ,PING AN BANK,China,98229126.0,18.53,CNY,Financial Services,Banks—Regional,0.35229,0.45298999999999995,-7082499367.549313,0.00701,0.08417000000000001,0.22167666088054286,13416937507.657671,0.667663457998001,0.12,13001777655.041815,4464205440.168324,125439242419.90425,6.463942717374152,132788807527.56613,18.173,55704408736.43259,80183795121.22455,12.948986999999999,0.185,11.954839999999999,,4.151798,1.0196445,5.976,0.923968,3.9207800746935977,2.2864762505917624,2.9391219280942606,3.3230305851875226,0.009433961999999999,
32,601328.SS,BANK OF COMMUNICATIONS CO LTD,China,85723706.0,4.5,CNY,Financial Services,Banks—Diversified,0.43927,0.48584998,-5187481651.70901,0.00774,0.09765001,0.16126163799905316,29548368357.41833,0.39796459944242796,0.174,28410861606.438374,12447508775.710905,137877923855.62042,1.8566001262427008,373861310517.0017,11.375,49029508239.869545,296966823900.23456,4.3227663,0.33299999999999996,4.3689322,,1.6592966,0.3956044,10.05,0.527366,0.7714533691020987,0.6583688390931566,0.6840581588290988,0.7270385679343537,0.07028825,5.27
33,600000.SS,SHANGHAI PUDONG DEVELOPMENT BAN,China,39728952.0,9.11,CNY,Financial Services,Banks—Regional,0.50412,0.5705399999999999,-14824607630.02472,0.007850001,0.0968,0.27403634737783383,18333015890.77481,0.6328086371048339,0.07,17987721056.230602,8652980359.951607,211970128498.0022,7.221609068434063,295901634519.0637,21.319000000000003,41422648252.40124,131375580343.40538,5.1498017,0.077,4.6243653,,2.2594564,0.42731833,7.166,0.52186,1.741191941507548,1.3818000105202253,1.4236257955920255,1.5504030032612697,0.05263158,2.81
34,002142.SZ,BANK OF NINGBO CO.,China,32658384.0,35.09,CNY,Financial Services,Banks—Regional,0.46091000000000004,0.5088600000000001,1407515142.6521485,0.0100300005,0.13781,0.3897543527431487,5304593968.881172,0.8885655673031402,0.226,5025910262.479615,2328301976.178002,73048578539.12787,12.158445899742253,69904674953.67523,18.046,32666784838.72284,35546464666.224815,13.946741000000001,0.183,13.548263,,6.1582065,1.9444753000000001,6.7010000000000005,0.74687,6.90590184629951,4.803768870653832,5.310928202093523,5.948545255378464,0.014880953,1.86
35,601998.SS,CHINA CITIC BANK CORPORATION LT,China,20662921.0,4.64,CNY,Financial Services,Banks—Regional,0.43826000000000004,0.52077997,45179437759.24254,0.00686,0.09008,0.13647598758613433,17732584183.691544,0.3610959444532113,0.073,17206198516.648254,7305260896.34843,171570149665.0318,3.5060851612224497,195274364634.8745,11.446,31484170008.38672,60236996556.721886,5.266742,0.08199999999999999,,,1.7754982,0.40538177,3.397,0.66386,0.8721450739045814,0.6955473147125348,0.7184396512545368,0.7870743703645258,0.05427351,3.98
36,601818.SS,CHINA EVERBRIGHT BANK CO LTD,China,92299442.0,3.4,CNY,Financial Services,Banks—Regional,0.44019002,0.5357,-28118390039.28252,0.0071400000000000005,0.08947000000000001,0.09418547156909156,13551709263.664192,0.2487859660196728,0.084,13256295302.719477,5621540334.736732,123468791302.1135,2.285082057756036,156895953258.82486,7.3660000000000005,26459845036.107517,71346937436.7261,5.5921054,0.063,5.151515,,1.9525098,0.46158025,5.265,0.585322,0.7296275840302981,0.5050076271632212,0.5260496064646782,0.5792670778496659,0.061403506,4.32
37,600016.SS,CHINA MINSHENG BANKING CORP,China,76563297.0,3.97,CNY,Financial Services,Banks—Regional,0.36436999999999997,0.38215,-23810645583.79885,0.0046900003,0.059539999999999996,0.10317026984377466,13777103385.450527,0.31539740150439216,-0.099,14246017305.77034,4503088058.138971,112707791771.11356,2.5742996160117824,234977719642.9351,11.77,25251834471.44495,156092589177.78546,5.960961,-0.114,3.201613,,1.8328842,0.3372982,11.33,0.328912,0.8535558360948923,0.6103466414181262,0.6242455047078006,0.7061310198043237,0.053517587,4.28
38,601229.SS,BANK OF SHANGHAI CO LTD,China,20652012.0,7.35,CNY,Financial Services,Banks—Regional,0.6393,0.68471,-5819441023.373836,0.00878,0.112270005,0.21702935142812052,5137403375.275367,0.3610959444532113,0.099,5016935533.375414,3123234970.372941,77650622652.19925,5.465855557308926,76256060292.16768,12.287,16175389886.192204,18387858088.188942,5.2462525,0.06,3.712121,,3.1485536,0.5981932,3.5789999999999997,0.330084,1.370956288464573,1.0983141339224658,1.131533768002735,1.2418390055757191,0.05442177,
39,601169.SS,BANK OF BEIJING CO. LTD.,China,64394475.0,4.43,CNY,Financial Services,Banks—Regional,0.5417,0.6172300000000001,11941106767.341013,0.007509999999999999,0.09822,0.1533612119299353,6209889651.927832,0.29401977802324963,0.061,6108888275.209089,3249088968.332018,73694400743.18236,3.4854820893167116,96392319258.02956,9.857000000000001,14509440120.385038,39979814707.96486,4.474747,0.035,,,2.3365054,0.44942677,6.438,0.402325,0.7884935037609804,0.6583688390931566,0.6783350746935983,0.7271360529956341,0.06756757,4.36
